parcel_id,scenario,retreat_year,reason,sensitivity_scenario,scenario_label,slr_scenario,rent_method,beta,damage_threshold,owner_utility
26,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
27,Intermediate_High,46,mid_term,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
28,Intermediate_High,78,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
29,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
30,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
31,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
32,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
33,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
34,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
35,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
36,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
37,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
38,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
39,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
40,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
41,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
42,Intermediate_High,87,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
43,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
44,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
45,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
46,Intermediate_High,89,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
47,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
48,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
49,Intermediate_High,74,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
50,Intermediate_High,86,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
51,Intermediate_High,94,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
52,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
53,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
54,Intermediate_High,65,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
55,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
56,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
57,Intermediate_High,84,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
58,Intermediate_High,70,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
59,Intermediate_High,93,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
60,Intermediate_High,84,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
61,Intermediate_High,79,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
62,Intermediate_High,85,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
63,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
64,Intermediate_High,99,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
65,Intermediate_High,94,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
66,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
67,Intermediate_High,94,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
68,Intermediate_High,64,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
69,Intermediate_High,97,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
70,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
71,Intermediate_High,101,never_floods,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
72,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
73,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
74,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
75,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
76,Intermediate_High,54,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
77,Intermediate_High,48,mid_term,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
78,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
79,Intermediate_High,86,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
80,Intermediate_High,87,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
81,Intermediate_High,55,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
82,Intermediate_High,64,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
83,Intermediate_High,57,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
84,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
85,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
86,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
87,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
88,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
89,Intermediate_High,98,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
90,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
91,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
92,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
93,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
94,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
95,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
96,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
97,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
98,Intermediate_High,99,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
99,Intermediate_High,94,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
100,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
101,Intermediate_High,57,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
102,Intermediate_High,57,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
103,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
104,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
105,Intermediate_High,96,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
106,Intermediate_High,99,late,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
107,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
108,Intermediate_High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
109,Intermediate_High,NA,no_data,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
110,Intermediate_High,NA,no_data,patient_2pct,Patient Discount (2% = β=0.98),Intermediate_High,fixed_yield,0.98,0,0
1,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
2,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
3,High,82,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
4,High,62,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
5,High,92,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
6,High,76,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
7,High,82,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
8,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
9,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
10,High,93,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
11,High,97,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
12,High,87,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
13,High,90,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
14,High,79,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
15,High,92,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
16,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
17,High,65,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
18,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
19,High,90,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
20,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
21,High,74,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
22,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
23,High,92,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
24,High,92,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
25,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
26,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
27,High,27,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
28,High,52,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
29,High,80,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
30,High,82,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
31,High,82,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
32,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
33,High,76,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
34,High,82,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
35,High,87,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
36,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
37,High,81,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
38,High,84,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
39,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
40,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
41,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
42,High,59,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
43,High,96,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
44,High,72,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
45,High,71,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
46,High,60,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
47,High,69,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
48,High,72,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
49,High,49,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
50,High,58,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
51,High,63,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
52,High,91,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
53,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
54,High,40,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
55,High,95,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
56,High,100,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
57,High,56,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
58,High,46,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
59,High,63,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
60,High,57,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
61,High,54,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
62,High,58,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
63,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
64,High,68,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
65,High,61,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
66,High,70,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
67,High,61,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
68,High,41,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
69,High,63,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
70,High,69,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
71,High,101,never_floods,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
72,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
73,High,74,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
74,High,85,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
75,High,84,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
76,High,39,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
77,High,34,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
78,High,74,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
79,High,55,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
80,High,56,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
81,High,34,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
82,High,43,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
83,High,36,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
84,High,69,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
85,High,77,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
86,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
87,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
88,High,73,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
89,High,61,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
90,High,99,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
91,High,81,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
92,High,101,no_retreat_needed,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
93,High,65,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
94,High,73,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
95,High,79,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
96,High,80,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
97,High,82,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
98,High,60,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
99,High,54,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
100,High,76,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
101,High,38,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
102,High,38,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
103,High,72,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
104,High,84,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
105,High,50,mid_term,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
106,High,57,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
107,High,89,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
108,High,77,late,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
109,High,NA,no_data,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
110,High,NA,no_data,patient_2pct,Patient Discount (2% = β=0.98),High,fixed_yield,0.98,0,0
1,Intermediate,101,never_floods,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
2,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
3,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
4,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
5,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
6,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
7,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
8,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
9,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
10,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
11,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
12,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
13,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
14,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
15,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
16,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
17,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
18,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
19,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
20,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
21,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
22,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
23,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
24,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
25,Intermediate,101,never_floods,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
26,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
27,Intermediate,77,late,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
28,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
29,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
30,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
31,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
32,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
33,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
34,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
35,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
36,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
37,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
38,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
39,Intermediate,101,never_floods,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
40,Intermediate,101,never_floods,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
41,Intermediate,101,never_floods,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
42,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
43,Intermediate,101,never_floods,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
44,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
45,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
46,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
47,Intermediate,101,no_retreat_needed,patient_1pct,Very Patient Discount (1% = β=0.99),Intermediate,fixed_yield,0.99,0,0
